-5.119874306	50.94314579
-5.113056228	50.92572181
-5.100177634	50.89655558
-5.083890001	50.89163141
-5.07139019	50.89882827
-5.061163072	50.89579802
-5.030860499	50.90337366
-5.005860877	50.913222
-4.978967343	50.87155596
-4.988815679	50.8090569
-5.019875816	50.7878451
-5.063056983	50.77572407
-5.094	50.772
-5.116	50.772
-5.1375	50.7594
-5.157264396	50.73645894
-5.2483	50.7125
-5.29	50.6867
-5.336	50.6447
-5.3573	50.6207
-5.382	50.606
-5.426	50.568
-5.456	50.5613
-5.539989112	50.55683494
-5.574558462	50.55683494
-5.5887	50.5547
-5.615529544	50.56195633
-5.623211622	50.62981468
-5.664644011	50.66984559
-5.632174046	50.70279442
-5.565596038	50.74248516
-5.507980454	50.72968169
-5.473411104	50.7079158
-5.446523831	50.70663546
-5.426038291	50.71943892
-5.404272403	50.71815858
-5.390188594	50.73864412
-5.350497859	50.72327996
-5.335133703	50.73992446
-5.317208855	50.75528862
-5.2987	50.7947
-5.274014973	50.82886782
-5.236547037	50.81674524
-5.221932429	50.847826
-5.225	50.8653
-5.199039778	50.87685891
-5.163434255	50.89049507
-5.142601236	50.89276776
-5.117601613	50.89693436
-5.124798474	50.93746405
-5.119874306	50.94314579
