-7.58059124	51.85215773
-7.581107554	51.8544334
-7.579740041	51.85656971
-7.57684593	51.85800826
-7.549855103	51.8679627
-7.542312617	51.87692234
-7.538677494	51.87887837
-7.523084552	51.88308367
-7.512540203	51.88937304
-7.506165394	51.89507781
-7.498104997	51.90957798
-7.494503686	51.91203468
-7.487176095	51.91801621
-7.48718009	51.92859225
-7.494376364	51.93449045
-7.495829996	51.93641582
-7.495284951	51.93920756
-7.49241401	51.94116457
-7.48825999	51.94178669
-7.484490432	51.94096535
-7.470274166	51.93516002
-7.45989943	51.93025225
-7.449480621	51.94165463
-7.438010893	51.94853107
-7.444525329	51.95947194
-7.443023301	51.96288066
-7.471305218	51.98192337
-7.472534086	51.98480637
-7.470797498	51.98796446
-7.461241611	52.00662415
-7.464584985	52.04982714
-7.463326174	52.05252985
-7.459980256	52.05418007
-7.455708372	52.05438641
-7.425430159	52.06229873
-7.40467599	52.07018128
-7.400972823	52.07044996
-7.378506944	52.06594559
-7.35821492	52.06448745
-7.350463047	52.06491057
-7.321788496	52.07025322
-7.2769	52.0689
-7.1875	52.0667
-7.102642081	52.07914922
-7.075	52.0978
-6.9917	52.1483
-6.94	52.1878
-6.9428	52.2208
-6.939089786	52.22752536
-6.933558547	52.22346912
-6.93208355	52.16557549
-6.9428	52.1478
-6.9108	52.1119
-6.8547	52.1267
-6.8069	52.1678
-6.6947	52.1587
-6.6344	52.1875
-6.5039	52.16
-6.481457584	52.1043734
-6.5306	52.075
-6.485096333	51.99302004
-6.4767	51.9167
-6.4413	51.862
-6.382	51.7
-6.4047	51.5533
-6.4693	51.4847
-6.542	51.4113
-6.5887	51.4227
-6.604949762	51.37163338
-6.592	51.3173
-6.6147	51.2487
-6.7087	51.1387
-6.908	50.9873
-7.1087	50.8907
-7.458	50.8933
-7.55535508	50.89943798
-7.615312027	50.94114496
-7.5313	51.034
-7.598	51.108
-7.6473	51.1107
-7.7833	51.058
-7.895820858	50.97739369
-7.9987	51.016
-7.948	51.0747
-7.8813	51.1573
-7.7367	51.192
-7.7947	51.2847
-7.892	51.2933
-7.984	51.3033
-7.9567	51.4027
-8.063146949	51.36224336
-8.121141318	51.33399103
-8.125230771	51.33283011
-8.130102066	51.33361089
-8.173291763	51.36510715
-8.185032085	51.36911395
-8.229725802	51.36590778
-8.259023394	51.36260851
-8.262357692	51.36220976
-8.336194165	51.36481532
-8.425641639	51.3515092
-8.429692475	51.35241792
-8.431994503	51.35437423
-8.432066301	51.35732044
-8.429749245	51.3595289
-8.381184114	51.38194877
-8.369829826	51.42271479
-8.373877473	51.44360658
-8.372697159	51.44578342
-8.369984886	51.44760741
-8.365217901	51.44769937
-8.361324571	51.44628808
-8.339745004	51.43053817
-8.29763286	51.43767841
-8.223984502	51.46775234
-8.192768766	51.50223773
-8.190215753	51.50434536
-8.161848062	51.52342754
-8.160696048	51.52649422
-8.157677587	51.52809403
-8.142444042	51.53683967
-8.138488058	51.53778532
-8.110070549	51.5335425
-8.106071402	51.54024273
-8.101729517	51.54673457
-8.099964102	51.54812836
-8.096917438	51.54908104
-8.083284358	51.54905863
-8.075817749	51.55343747
-8.057186661	51.56761172
-8.056295705	51.57019477
-8.053424156	51.57177387
-8.049048393	51.57245629
-8.031972774	51.56975236
-8.028763336	51.57047032
-8.024601793	51.56996549
-8.009271007	51.57105312
-8.002043276	51.58439913
-8.002322511	51.58703543
-7.999960707	51.58943229
-7.970175648	51.60601538
-7.966906889	51.60708273
-7.925182019	51.62164013
-7.887655533	51.63209659
-7.879133053	51.63684951
-7.846851196	51.65565995
-7.84490184	51.65695758
-7.813719537	51.66715462
-7.786653166	51.67544066
-7.77593348	51.69468621
-7.775377734	51.6964282
-7.772899771	51.69836011
-7.768577998	51.69919467
-7.763861455	51.69804167
-7.761613216	51.69560103
-7.74960566	51.66956949
-7.747587784	51.66807578
-7.739026987	51.65493222
-7.73149924	51.64738038
-7.717980174	51.63617447
-7.699145636	51.63718675
-7.696049177	51.63688172
-7.692898543	51.63537847
-7.68560467	51.62886711
-7.680890948	51.62477218
-7.669157335	51.61704405
-7.665744816	51.6170898
-7.648401252	51.61515976
-7.649832664	51.62540601
-7.659239418	51.63608965
-7.659919086	51.63817201
-7.667560742	51.65388708
-7.672351591	51.66208466
-7.681252965	51.66561171
-7.68317628	51.66815693
-7.681728361	51.67535752
-7.692417134	51.68122762
-7.693209877	51.68364846
-7.691824948	51.68596412
-7.688138259	51.68759429
-7.67591163	51.69564954
-7.674080297	51.70226768
-7.672164049	51.70402761
-7.67323113	51.71347127
-7.67229677	51.71551531
-7.652852951	51.74507009
-7.649683371	51.74692397
-7.644307627	51.74694279
-7.616997696	51.74221827
-7.610422413	51.7468595
-7.602502277	51.75133183
-7.599132941	51.75177576
-7.578371985	51.75450885
-7.578521988	51.76834132
-7.577452433	51.77107403
-7.574240292	51.77280834
-7.541131065	51.77518713
-7.531570382	51.77708825
-7.522351576	51.78551407
-7.51910043	51.78694137
-7.515124095	51.78708752
-7.510868571	51.78536917
-7.500722608	51.7763802
-7.484569874	51.77908533
-7.481422773	51.78029785
-7.464882579	51.78567092
-7.474306314	51.79778259
-7.475226489	51.80036198
-7.473271856	51.80308584
-7.468711496	51.80447332
-7.458546708	51.805194
-7.460876441	51.82821268
-7.510871463	51.82881282
-7.515013756	51.82943852
-7.577359216	51.84994824
-7.58059124	51.85215773
