-4.213529	54.572497
-4.189092	54.559622
-4.164772	54.548642
-4.143834	54.539501
-4.133703	54.533496
-4.131474	54.522118
-4.133652	54.516846
-4.139098	54.511517
-4.151025	54.505121
-4.16305	54.500625
-4.174331	54.497568
-4.191275	54.493457
-4.205791	54.489862
-4.217092	54.487277
-4.228417	54.485166
-4.24469	54.483913
-4.256039	54.482274
-4.265833	54.482091
-4.27568	54.482858
-4.288792	54.483561
-4.31455	54.491158
-4.327335	54.500428
-4.340862	54.508254
-4.354448	54.517029
-4.366378	54.52536
-4.380113	54.536508
-4.386278	54.543998
-4.396782	54.555684
-4.404952	54.569319
-4.407344	54.582116
-4.408779	54.592554
-4.408606	54.6035
-4.399427	54.614624
-4.389964	54.620996
-4.374931	54.630331
-4.213529	54.572497
